Customer ID,Recency,Frequency,Monetary,R Score,F Score,M Score,RFM Score,Customer Segment,Recommendation
14093.0,13,1,442.85,5,1,2,512,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14094.0,440,2,334.27,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14095.0,723,1,2.95,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14096.0,5,34,57120.909999999996,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14097.0,482,2,422.85999999999996,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14098.0,37,1,147.35,4,1,1,411,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14099.0,17,22,5700.51,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14100.0,138,1,194.9,3,1,1,311,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14101.0,74,14,9942.13,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14102.0,6,8,1314.73,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14103.0,666,1,0.0,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14104.0,155,5,771.5799999999999,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14105.0,86,9,5703.9800000000005,3,4,5,345,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14106.0,738,1,214.79999999999998,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14107.0,52,13,4853.7,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14108.0,31,5,1041.21,4,3,3,433,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14109.0,24,2,80.2,4,2,1,421,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14110.0,4,35,12957.6,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14111.0,15,5,688.6,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14112.0,23,27,5524.51,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14113.0,4,31,6156.75,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14114.0,274,7,1364.09,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14115.0,502,2,622.6700000000001,1,2,3,123,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14116.0,20,5,1382.74,4,3,4,434,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14117.0,144,1,90.0,3,1,1,311,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14118.0,429,1,458.45,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14119.0,355,3,163.47,2,3,1,231,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14120.0,431,1,-23.8,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14121.0,4,6,2740.3,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14122.0,395,5,309.77,2,4,2,242,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14123.0,734,1,436.18,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14124.0,85,1,419.58000000000004,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14125.0,11,3,2740.43,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14126.0,8,5,1109.96,5,4,3,543,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14127.0,123,6,1900.0800000000002,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14128.0,61,4,909.36,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14129.0,2,9,2591.34,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14130.0,320,4,1882.67,2,3,4,234,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14131.0,649,1,187.87,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14132.0,3,12,3580.13,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14133.0,130,6,895.8399999999999,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14134.0,383,15,11123.35,2,5,5,255,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14135.0,2,25,9605.05,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14136.0,401,7,1553.96,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14137.0,682,2,294.1,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14138.0,2,2,982.3800000000001,5,2,3,523,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14139.0,47,4,1086.8,4,3,3,433,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14140.0,4,3,920.05,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14141.0,3,6,879.0300000000001,5,4,3,543,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14142.0,374,4,967.75,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14143.0,134,1,115.8,3,1,1,311,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14144.0,487,1,30.599999999999998,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14145.0,47,8,7006.05,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14146.0,9,13,8208.87,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14147.0,50,12,2019.3,4,5,4,454,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14148.0,234,2,466.29,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14149.0,213,3,259.43,2,3,2,232,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14150.0,36,2,658.64,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14151.0,674,3,666.7,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14152.0,76,9,1975.44,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14153.0,484,1,233.4,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14154.0,240,10,6263.6,2,4,5,245,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14155.0,267,1,118.75,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14156.0,10,202,296564.69,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14157.0,20,6,970.33,4,4,3,443,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14158.0,41,1,507.66,4,1,2,412,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14159.0,20,25,7571.88,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14160.0,611,7,8421.47,1,4,5,145,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14161.0,216,7,3318.88,2,4,5,245,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14162.0,174,2,289.36,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14163.0,88,5,2594.62,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14164.0,71,2,1631.77,3,2,4,324,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14165.0,276,1,122.53999999999999,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14166.0,506,2,256.85,1,2,1,121,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14167.0,40,8,1296.49,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14168.0,421,3,305.9,1,3,2,132,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14169.0,431,2,624.4300000000001,1,2,3,123,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14170.0,376,3,597.33,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14171.0,99,2,498.79,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14172.0,606,4,389.97,1,3,2,132,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14173.0,11,7,566.95,5,4,2,542,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14174.0,34,1,134.46,4,1,1,411,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14175.0,52,17,7350.44,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14176.0,298,6,913.11,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14177.0,85,14,2224.39,3,5,4,354,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14178.0,9,7,1620.93,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14179.0,41,2,719.78,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14180.0,11,42,6110.75,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14181.0,411,2,310.55,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14182.0,444,5,660.07,1,4,3,143,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14183.0,412,2,286.29,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14184.0,67,1,452.89,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14185.0,332,1,197.65,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14186.0,428,5,1550.63,1,4,4,144,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14187.0,474,1,123.5,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14188.0,9,10,2018.91,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14189.0,3,25,5764.62,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14190.0,667,1,79.9,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14191.0,2,17,4713.41,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14192.0,389,1,293.74,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14193.0,68,3,1210.19,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14194.0,5,54,18442.87,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14195.0,202,10,2381.24,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14196.0,107,1,335.52,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14197.0,411,1,390.05,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14198.0,5,13,1527.58,5,5,4,554,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14199.0,219,6,916.4999999999999,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14200.0,618,1,379.2,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14201.0,61,12,1134.14,3,5,3,353,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14202.0,382,3,847.76,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14203.0,398,1,339.34,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14204.0,3,4,1062.96,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14205.0,11,12,1908.38,5,5,4,554,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14206.0,240,5,1145.21,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14207.0,688,1,157.8,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14208.0,95,2,567.05,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14209.0,11,19,4937.37,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14210.0,92,21,5814.320000000001,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14211.0,54,26,4301.69,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14212.0,90,2,2190.14,3,2,4,324,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14213.0,372,2,-1192.2,2,2,1,221,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14214.0,31,7,1000.23,4,4,3,443,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14215.0,12,10,3404.53,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14216.0,4,6,2142.39,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14217.0,2,33,3206.87,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14218.0,43,1,169.48000000000002,4,1,1,411,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14219.0,5,3,633.83,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14220.0,248,4,1515.0,2,3,4,234,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14221.0,43,19,6506.59,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14222.0,178,1,683.17,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14223.0,93,4,975.23,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14224.0,111,9,1897.9,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14225.0,435,5,2015.12,1,4,4,144,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14226.0,29,9,2967.78,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14227.0,27,22,6327.31,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14228.0,438,3,745.5,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14229.0,52,11,2468.99,4,5,4,454,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14230.0,436,3,979.8000000000001,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14231.0,180,6,1131.97,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14232.0,32,8,2043.93,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14233.0,44,10,2766.96,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14234.0,23,4,775.46,4,3,3,433,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14235.0,11,10,4666.99,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14236.0,81,7,1732.74,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14237.0,374,3,627.04,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14238.0,327,3,434.23,2,3,2,232,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14239.0,44,24,4203.72,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14240.0,31,3,1247.49,4,3,4,434,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14241.0,184,2,333.70000000000005,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14242.0,235,2,280.55,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14243.0,9,23,7365.36,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14244.0,660,2,354.82,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14245.0,177,5,1677.48,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14246.0,111,3,1474.06,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14247.0,279,6,769.71,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14248.0,319,3,1032.95,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14249.0,411,12,5625.461,2,5,5,255,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14250.0,8,3,1904.05,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14251.0,2,5,2879.7000000000003,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14252.0,382,1,350.99,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14253.0,494,2,363.40000000000003,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14254.0,433,1,601.03,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14255.0,547,4,-1441.6,1,3,1,131,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14256.0,255,9,2397.34,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14257.0,52,10,5942.0,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14258.0,10,32,31027.35,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14259.0,142,1,120.0,3,1,1,311,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14260.0,472,3,824.28,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14261.0,51,2,1163.45,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14262.0,9,8,2618.23,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14263.0,424,1,322.93,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14264.0,155,8,1461.3600000000001,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14265.0,110,4,1373.35,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14266.0,429,1,40.56,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14267.0,151,9,1259.19,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14268.0,471,1,354.85,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14269.0,436,2,261.68,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14270.0,332,1,492.65000000000003,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14271.0,226,2,219.13,2,2,1,221,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14272.0,74,4,920.81,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14273.0,52,4,559.97,4,3,2,432,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14274.0,687,1,256.6,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14275.0,396,6,1189.3799999999999,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14276.0,89,13,1929.32,3,5,4,354,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14277.0,16,14,4324.47,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14278.0,410,1,205.83,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14279.0,521,2,191.86,1,2,1,121,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14280.0,197,1,134.04,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14281.0,409,1,245.15,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14282.0,4,26,7844.66,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14283.0,464,4,628.4399999999999,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14284.0,31,4,1282.85,4,3,4,434,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14285.0,22,9,3158.64,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14286.0,24,12,8396.7,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14287.0,9,4,151.23000000000002,5,3,1,531,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14288.0,213,2,413.85,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14289.0,9,6,911.26,5,4,3,543,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14290.0,12,14,4208.93,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14291.0,2,25,7844.4,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14292.0,8,27,8887.9,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14293.0,4,10,3174.33,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14294.0,408,1,375.34,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14295.0,41,8,2316.06,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14296.0,414,3,448.45,2,3,2,232,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14297.0,18,6,1284.06,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14298.0,4,84,90489.31,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14299.0,9,41,12827.77,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14300.0,19,1,43.2,5,1,1,511,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14301.0,108,7,1956.23,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14302.0,431,3,742.9000000000001,1,3,3,133,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14303.0,408,2,277.94,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14304.0,223,5,1523.81,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14305.0,72,5,1803.76,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14306.0,52,7,3141.5,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14307.0,89,11,5063.08,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14308.0,550,5,-849.45,1,4,1,141,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14309.0,9,12,3747.96,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14310.0,433,1,492.1,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14311.0,226,3,435.90000000000003,2,3,2,232,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14312.0,47,11,3090.29,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14313.0,625,1,-302.31,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14314.0,107,3,221.9,3,3,1,331,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14315.0,22,10,3168.72,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14316.0,423,6,1355.34,1,4,4,144,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14317.0,65,1,508.58000000000004,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14318.0,461,1,158.02,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14319.0,425,2,476.95000000000005,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14320.0,207,7,1204.1200000000001,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14321.0,11,8,2198.58,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14322.0,428,6,384.3,1,4,2,142,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14323.0,115,4,574.26,3,3,2,332,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14324.0,410,2,701.61,2,2,3,223,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14325.0,570,1,245.48000000000002,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14326.0,235,4,923.98,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14327.0,164,6,1894.93,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14328.0,431,3,-445.06,1,3,1,131,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14329.0,9,28,9735.52,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14330.0,624,1,200.63,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14331.0,125,2,462.65999999999997,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14332.0,23,5,1943.51,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14333.0,65,2,351.45,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14334.0,17,14,4292.98,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
14335.0,17,2,468.26,5,2,2,522,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
14336.0,17,4,1614.91,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14337.0,732,1,-658.63,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
14338.0,159,5,894.1,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
14339.0,235,5,600.66,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
14340.0,219,1,134.7,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
